"event_id","customer_id","event_date","event_type","product_id","quantity","discount_pct","revenue","profit"
122,"C00015",2024-10-30,"view","P019",NA,0,0,0
123,"C00015",2024-10-30,"add_to_cart","P019",NA,0,0,0
124,"C00015",2024-12-11,"view","P004",NA,0,0,0
125,"C00015",2024-12-31,"view","P007",NA,0,0,0
126,"C00015",2024-12-31,"add_to_cart","P007",NA,0,0,0
127,"C00016",2024-08-23,"view","P012",NA,0,0,0
128,"C00016",2024-09-28,"view","P025",NA,0,0,0
129,"C00016",2024-09-28,"add_to_cart","P025",NA,0,0,0
130,"C00016",2024-11-27,"view","P025",NA,0,0,0
131,"C00016",2024-11-27,"add_to_cart","P025",NA,0,0,0
132,"C00017",2024-08-23,"view","P005",NA,0,0,0
133,"C00017",2024-04-02,"view","P015",NA,0,0,0
134,"C00017",2024-10-05,"view","P022",NA,20,0,0
135,"C00017",2024-08-18,"view","P004",NA,10,0,0
136,"C00017",2024-08-18,"add_to_cart","P004",NA,10,0,0
137,"C00017",2024-08-01,"view","P029",NA,0,0,0
138,"C00017",2024-05-10,"view","P020",NA,0,0,0
139,"C00017",2024-05-10,"add_to_cart","P020",NA,0,0,0
140,"C00018",2023-11-19,"view","P020",NA,10,0,0
141,"C00018",2024-01-26,"view","P014",NA,0,0,0
142,"C00018",2024-12-20,"view","P018",NA,0,0,0
143,"C00018",2024-12-20,"add_to_cart","P018",NA,0,0,0
144,"C00018",2024-03-28,"view","P021",NA,0,0,0
145,"C00018",2024-03-28,"add_to_cart","P021",NA,0,0,0
146,"C00018",2024-04-08,"view","P027",NA,10,0,0
147,"C00018",2024-04-08,"add_to_cart","P027",NA,10,0,0
148,"C00018",2024-04-08,"purchase","P027",2,10,335.83,86.07
149,"C00018",2024-02-10,"view","P012",NA,10,0,0
150,"C00018",2023-12-16,"view","P011",NA,10,0,0
151,"C00018",2024-01-11,"view","P027",NA,0,0,0
152,"C00018",2024-01-11,"add_to_cart","P027",NA,0,0,0
153,"C00018",2024-01-11,"purchase","P027",3,0,559.71,185.07
154,"C00018",2023-11-15,"view","P017",NA,20,0,0
155,"C00019",2024-10-23,"view","P010",NA,30,0,0
156,"C00019",2024-12-09,"view","P001",NA,0,0,0
157,"C00019",2024-12-09,"add_to_cart","P001",NA,0,0,0
158,"C00019",2024-11-09,"view","P010",NA,0,0,0
159,"C00019",2024-11-09,"add_to_cart","P010",NA,0,0,0
160,"C00020",2024-01-08,"view","P004",NA,10,0,0
161,"C00020",2023-11-02,"view","P024",NA,0,0,0
162,"C00020",2024-06-08,"view","P012",NA,0,0,0
163,"C00020",2024-03-06,"view","P024",NA,0,0,0
164,"C00020",2024-09-14,"view","P003",NA,0,0,0
165,"C00020",2024-11-25,"view","P007",NA,10,0,0
166,"C00020",2024-03-31,"view","P010",NA,0,0,0
167,"C00020",2024-03-15,"view","P029",NA,0,0,0
168,"C00021",2024-12-18,"view","P010",NA,10,0,0
169,"C00021",2024-12-18,"add_to_cart","P010",NA,10,0,0
170,"C00021",2024-10-24,"view","P021",NA,0,0,0
171,"C00021",2024-10-07,"view","P011",NA,30,0,0
172,"C00021",2024-10-07,"add_to_cart","P011",NA,30,0,0
173,"C00022",2024-11-16,"view","P026",NA,0,0,0
174,"C00022",2024-11-16,"add_to_cart","P026",NA,0,0,0
175,"C00022",2024-11-19,"view","P012",NA,10,0,0
176,"C00022",2024-07-02,"view","P015",NA,0,0,0
177,"C00022",2024-10-19,"view","P008",NA,20,0,0
178,"C00022",2024-10-03,"view","P006",NA,0,0,0
179,"C00022",2024-10-03,"add_to_cart","P006",NA,0,0,0
180,"C00022",2024-12-24,"view","P013",NA,0,0,0
181,"C00023",2024-12-14,"view","P025",NA,20,0,0
182,"C00023",2024-12-14,"add_to_cart","P025",NA,20,0,0
183,"C00023",2023-11-02,"view","P006",NA,10,0,0
184,"C00023",2024-03-19,"view","P023",NA,10,0,0
185,"C00023",2024-06-25,"view","P027",NA,0,0,0
186,"C00023",2024-06-25,"add_to_cart","P027",NA,0,0,0
187,"C00023",2024-04-26,"view","P001",NA,10,0,0
188,"C00023",2024-04-26,"add_to_cart","P001",NA,10,0,0
189,"C00023",2023-12-15,"view","P007",NA,20,0,0
190,"C00023",2023-10-22,"view","P028",NA,10,0,0
191,"C00023",2023-10-22,"add_to_cart","P028",NA,10,0,0
192,"C00023",2023-11-12,"view","P016",NA,10,0,0
193,"C00024",2024-08-21,"view","P018",NA,0,0,0
194,"C00024",2024-04-12,"view","P024",NA,0,0,0
195,"C00024",2024-03-28,"view","P017",NA,20,0,0
196,"C00024",2024-01-07,"view","P008",NA,20,0,0
197,"C00024",2024-06-09,"view","P015",NA,10,0,0
198,"C00024",2023-10-17,"view","P020",NA,0,0,0
199,"C00024",2023-10-17,"add_to_cart","P020",NA,0,0,0
200,"C00024",2023-10-17,"purchase","P020",2,0,152.07,52.51
201,"C00024",2024-01-22,"view","P002",NA,0,0,0
202,"C00025",2024-01-25,"view","P011",NA,0,0,0
203,"C00025",2024-03-31,"view","P005",NA,20,0,0
204,"C00025",2024-03-31,"add_to_cart","P005",NA,20,0,0
205,"C00025",2024-10-20,"view","P005",NA,0,0,0
206,"C00025",2024-10-20,"add_to_cart","P005",NA,0,0,0
207,"C00025",2024-03-06,"view","P018",NA,20,0,0
208,"C00025",2024-12-31,"view","P018",NA,10,0,0
209,"C00025",2024-12-31,"add_to_cart","P018",NA,10,0,0
210,"C00025",2023-11-17,"view","P003",NA,0,0,0
211,"C00025",2024-11-09,"view","P028",NA,10,0,0
212,"C00026",2024-12-28,"view","P014",NA,0,0,0
213,"C00026",2024-12-28,"add_to_cart","P014",NA,0,0,0
214,"C00026",2024-07-02,"view","P002",NA,0,0,0
215,"C00026",2024-08-24,"view","P012",NA,0,0,0
216,"C00026",2024-10-16,"view","P018",NA,0,0,0
217,"C00026",2024-12-12,"view","P008",NA,10,0,0
218,"C00026",2024-10-03,"view","P020",NA,0,0,0
219,"C00026",2024-07-16,"view","P021",NA,0,0,0
220,"C00026",2024-12-19,"view","P026",NA,0,0,0
221,"C00026",2024-12-19,"add_to_cart","P026",NA,0,0,0
222,"C00027",2024-12-15,"view","P010",NA,0,0,0
223,"C00027",2024-11-28,"view","P004",NA,10,0,0
224,"C00027",2024-11-28,"add_to_cart","P004",NA,10,0,0
225,"C00027",2024-08-14,"view","P020",NA,0,0,0
226,"C00027",2023-11-14,"view","P030",NA,0,0,0
227,"C00027",2023-11-14,"add_to_cart","P030",NA,0,0,0
228,"C00027",2024-10-12,"view","P012",NA,0,0,0
229,"C00027",2024-10-12,"add_to_cart","P012",NA,0,0,0
230,"C00027",2024-12-26,"view","P017",NA,0,0,0
231,"C00027",2024-09-25,"view","P001",NA,0,0,0
232,"C00027",2024-03-27,"view","P025",NA,0,0,0
233,"C00028",2023-09-12,"view","P025",NA,20,0,0
234,"C00028",2024-09-24,"view","P026",NA,10,0,0
235,"C00028",2024-03-25,"view","P004",NA,0,0,0
236,"C00028",2023-05-13,"view","P010",NA,10,0,0
237,"C00028",2023-05-13,"add_to_cart","P010",NA,10,0,0
238,"C00028",2023-03-22,"view","P001",NA,20,0,0
239,"C00028",2024-06-17,"view","P028",NA,0,0,0
240,"C00028",2024-01-29,"view","P009",NA,0,0,0
241,"C00028",2024-05-26,"view","P021",NA,0,0,0
242,"C00028",2024-07-22,"view","P024",NA,0,0,0
243,"C00028",2023-11-03,"view","P024",NA,20,0,0
244,"C00029",2024-12-18,"view","P030",NA,0,0,0
245,"C00029",2024-09-21,"view","P008",NA,0,0,0
246,"C00029",2024-09-21,"add_to_cart","P008",NA,0,0,0
247,"C00030",2024-04-17,"view","P001",NA,20,0,0
248,"C00030",2024-10-12,"view","P028",NA,0,0,0
249,"C00030",2024-11-26,"view","P006",NA,0,0,0
250,"C00030",2024-11-26,"add_to_cart","P006",NA,0,0,0
251,"C00031",2024-07-08,"view","P006",NA,10,0,0
252,"C00031",2024-07-08,"add_to_cart","P006",NA,10,0,0
253,"C00031",2024-09-06,"view","P027",NA,0,0,0
254,"C00031",2024-12-01,"view","P019",NA,10,0,0
255,"C00031",2024-12-16,"view","P018",NA,20,0,0
256,"C00031",2024-09-25,"view","P002",NA,0,0,0
257,"C00031",2024-12-16,"view","P030",NA,0,0,0
258,"C00031",2024-04-20,"view","P028",NA,0,0,0
259,"C00031",2024-04-18,"view","P010",NA,0,0,0
260,"C00032",2024-01-11,"view","P005",NA,20,0,0
261,"C00032",2024-07-25,"view","P009",NA,10,0,0
262,"C00032",2024-08-20,"view","P013",NA,0,0,0
263,"C00032",2023-11-26,"view","P007",NA,20,0,0
264,"C00032",2024-01-24,"view","P020",NA,0,0,0
265,"C00032",2024-04-15,"view","P024",NA,0,0,0
266,"C00032",2024-04-15,"add_to_cart","P024",NA,0,0,0
267,"C00033",2024-11-10,"view","P010",NA,0,0,0
268,"C00033",2024-11-01,"view","P007",NA,20,0,0
269,"C00033",2024-11-29,"view","P002",NA,0,0,0
270,"C00034",2024-06-15,"view","P026",NA,0,0,0
271,"C00034",2024-06-15,"add_to_cart","P026",NA,0,0,0
272,"C00035",2024-10-16,"view","P020",NA,0,0,0
273,"C00035",2024-12-13,"view","P003",NA,0,0,0
274,"C00035",2024-12-24,"view","P023",NA,20,0,0
275,"C00035",2024-09-17,"view","P003",NA,10,0,0
276,"C00035",2024-06-16,"view","P024",NA,0,0,0
277,"C00035",2024-06-16,"add_to_cart","P024",NA,0,0,0
278,"C00035",2024-03-20,"view","P008",NA,0,0,0
279,"C00035",2023-08-21,"view","P015",NA,0,0,0
280,"C00035",2024-05-20,"view","P003",NA,0,0,0
281,"C00035",2024-09-07,"view","P007",NA,10,0,0
282,"C00035",2024-09-07,"add_to_cart","P007",NA,10,0,0
283,"C00035",2023-08-12,"view","P017",NA,0,0,0
284,"C00036",2024-10-26,"view","P003",NA,0,0,0
285,"C00036",2024-10-18,"view","P002",NA,0,0,0
286,"C00036",2024-10-18,"add_to_cart","P002",NA,0,0,0
287,"C00036",2024-11-18,"view","P018",NA,0,0,0
288,"C00036",2024-12-19,"view","P030",NA,20,0,0
289,"C00036",2024-12-19,"add_to_cart","P030",NA,20,0,0
290,"C00037",2024-02-12,"view","P007",NA,0,0,0
291,"C00037",2024-02-25,"view","P010",NA,10,0,0
292,"C00037",2024-02-21,"view","P009",NA,10,0,0
293,"C00037",2024-02-21,"add_to_cart","P009",NA,10,0,0
294,"C00037",2024-03-12,"view","P008",NA,0,0,0
295,"C00037",2024-10-22,"view","P024",NA,0,0,0
296,"C00037",2024-11-24,"view","P020",NA,0,0,0
297,"C00037",2024-11-24,"add_to_cart","P020",NA,0,0,0
298,"C00037",2024-06-02,"view","P024",NA,10,0,0
299,"C00037",2024-06-02,"add_to_cart","P024",NA,10,0,0
300,"C00037",2024-06-19,"view","P020",NA,0,0,0
301,"C00037",2024-12-25,"view","P001",NA,20,0,0
302,"C00037",2024-12-25,"add_to_cart","P001",NA,20,0,0
303,"C00038",2023-09-20,"view","P011",NA,0,0,0
304,"C00039",2024-12-23,"view","P007",NA,0,0,0
305,"C00039",2024-11-23,"view","P001",NA,0,0,0
306,"C00039",2024-11-23,"add_to_cart","P001",NA,0,0,0
307,"C00039",2024-09-04,"view","P010",NA,0,0,0
308,"C00039",2024-08-18,"view","P028",NA,10,0,0
309,"C00039",2024-08-28,"view","P015",NA,0,0,0
310,"C00040",2024-08-31,"view","P002",NA,0,0,0
311,"C00040",2024-06-22,"view","P003",NA,10,0,0
312,"C00040",2024-04-28,"view","P022",NA,0,0,0
313,"C00041",2024-06-13,"view","P016",NA,0,0,0
314,"C00041",2024-05-26,"view","P023",NA,0,0,0
315,"C00041",2024-12-29,"view","P002",NA,0,0,0
316,"C00041",2024-08-19,"view","P030",NA,20,0,0
317,"C00041",2024-06-06,"view","P005",NA,10,0,0
318,"C00041",2024-06-06,"add_to_cart","P005",NA,10,0,0
319,"C00041",2024-06-03,"view","P002",NA,0,0,0
320,"C00042",2023-12-28,"view","P029",NA,0,0,0
321,"C00042",2024-12-02,"view","P021",NA,10,0,0
322,"C00043",2024-12-30,"view","P024",NA,0,0,0
323,"C00043",2024-12-30,"view","P019",NA,10,0,0
324,"C00043",2024-12-30,"add_to_cart","P019",NA,10,0,0
325,"C00043",2024-12-29,"view","P010",NA,10,0,0
326,"C00043",2024-12-30,"view","P013",NA,10,0,0
327,"C00043",2024-12-30,"view","P021",NA,10,0,0
328,"C00043",2024-12-29,"view","P005",NA,10,0,0
329,"C00043",2024-12-28,"view","P011",NA,10,0,0
330,"C00044",2024-06-19,"view","P006",NA,0,0,0
331,"C00044",2024-05-20,"view","P012",NA,0,0,0
332,"C00044",2023-10-30,"view","P014",NA,0,0,0
333,"C00044",2024-10-15,"view","P024",NA,10,0,0
334,"C00044",2024-01-05,"view","P028",NA,0,0,0
335,"C00044",2024-06-28,"view","P005",NA,10,0,0
336,"C00044",2023-12-31,"view","P021",NA,0,0,0
337,"C00044",2023-09-15,"view","P020",NA,10,0,0
338,"C00044",2023-09-15,"add_to_cart","P020",NA,10,0,0
339,"C00044",2024-11-04,"view","P022",NA,10,0,0
340,"C00044",2023-10-09,"view","P015",NA,0,0,0
341,"C00044",2023-10-09,"add_to_cart","P015",NA,0,0,0
342,"C00045",2024-10-11,"view","P030",NA,0,0,0
343,"C00045",2024-10-05,"view","P030",NA,0,0,0
344,"C00045",2024-10-08,"view","P029",NA,0,0,0
345,"C00045",2024-11-26,"view","P008",NA,0,0,0
346,"C00045",2024-11-27,"view","P023",NA,10,0,0
347,"C00045",2024-12-05,"view","P021",NA,0,0,0
348,"C00045",2024-12-18,"view","P021",NA,20,0,0
349,"C00045",2024-11-29,"view","P025",NA,0,0,0
350,"C00045",2024-11-27,"view","P018",NA,10,0,0
351,"C00045",2024-11-05,"view","P005",NA,0,0,0
352,"C00046",2024-08-31,"view","P023",NA,0,0,0
353,"C00046",2024-08-31,"add_to_cart","P023",NA,0,0,0
354,"C00046",2024-01-21,"view","P010",NA,0,0,0
355,"C00047",2024-08-22,"view","P017",NA,0,0,0
356,"C00047",2024-08-22,"add_to_cart","P017",NA,0,0,0
357,"C00048",2023-10-24,"view","P021",NA,0,0,0
358,"C00048",2024-03-07,"view","P019",NA,0,0,0
359,"C00048",2024-03-07,"add_to_cart","P019",NA,0,0,0
360,"C00048",2024-12-13,"view","P024",NA,0,0,0
361,"C00049",2024-07-04,"view","P001",NA,0,0,0
362,"C00049",2024-07-04,"add_to_cart","P001",NA,0,0,0
363,"C00049",2024-08-12,"view","P005",NA,10,0,0
364,"C00050",2023-05-01,"view","P017",NA,0,0,0
365,"C00050",2023-05-01,"add_to_cart","P017",NA,0,0,0
366,"C00051",2024-12-06,"view","P025",NA,0,0,0
367,"C00051",2024-08-08,"view","P010",NA,0,0,0
368,"C00051",2024-01-21,"view","P001",NA,0,0,0
369,"C00051",2024-01-21,"add_to_cart","P001",NA,0,0,0
370,"C00051",2024-01-21,"purchase","P001",3,0,3369.98,1063.58
371,"C00051",2024-01-22,"view","P008",NA,0,0,0
372,"C00051",2024-09-07,"view","P025",NA,0,0,0
373,"C00051",2024-09-07,"add_to_cart","P025",NA,0,0,0
374,"C00051",2024-09-13,"view","P019",NA,0,0,0
375,"C00051",2024-09-13,"add_to_cart","P019",NA,0,0,0
376,"C00051",2024-04-20,"view","P002",NA,0,0,0
377,"C00051",2024-02-19,"view","P013",NA,20,0,0
378,"C00051",2024-03-05,"view","P003",NA,0,0,0
379,"C00052",2024-06-25,"view","P018",NA,0,0,0
380,"C00053",2024-12-10,"view","P025",NA,0,0,0
381,"C00053",2024-12-10,"add_to_cart","P025",NA,0,0,0
382,"C00053",2024-12-14,"view","P020",NA,0,0,0
383,"C00053",2024-12-14,"add_to_cart","P020",NA,0,0,0
384,"C00053",2024-12-25,"view","P009",NA,0,0,0
385,"C00053",2024-12-09,"view","P013",NA,0,0,0
386,"C00053",2024-12-09,"add_to_cart","P013",NA,0,0,0
387,"C00053",2024-12-16,"view","P019",NA,0,0,0
388,"C00053",2024-12-24,"view","P023",NA,30,0,0
389,"C00053",2024-12-11,"view","P022",NA,0,0,0
390,"C00053",2024-12-17,"view","P022",NA,10,0,0
391,"C00054",2024-12-23,"view","P014",NA,20,0,0
392,"C00054",2024-12-16,"view","P021",NA,0,0,0
393,"C00054",2024-12-16,"add_to_cart","P021",NA,0,0,0
394,"C00055",2024-07-16,"view","P025",NA,10,0,0
395,"C00055",2023-03-23,"view","P022",NA,0,0,0
396,"C00055",2023-03-21,"view","P029",NA,0,0,0
397,"C00055",2024-07-14,"view","P003",NA,0,0,0
398,"C00055",2024-07-14,"add_to_cart","P003",NA,0,0,0
399,"C00055",2024-07-14,"purchase","P003",3,0,1672.58,674
400,"C00055",2023-08-03,"view","P021",NA,20,0,0
401,"C00055",2023-08-03,"add_to_cart","P021",NA,20,0,0
402,"C00055",2024-10-30,"view","P025",NA,0,0,0
403,"C00055",2024-10-12,"view","P019",NA,0,0,0
404,"C00055",2024-03-22,"view","P015",NA,10,0,0
405,"C00055",2024-03-22,"add_to_cart","P015",NA,10,0,0
406,"C00055",2023-09-22,"view","P019",NA,0,0,0
407,"C00055",2024-10-19,"view","P019",NA,0,0,0
408,"C00055",2024-10-19,"add_to_cart","P019",NA,0,0,0
409,"C00056",2024-07-11,"view","P027",NA,30,0,0
410,"C00056",2024-07-11,"add_to_cart","P027",NA,30,0,0
411,"C00056",2024-11-16,"view","P013",NA,0,0,0
412,"C00056",2024-09-17,"view","P026",NA,10,0,0
413,"C00056",2024-09-17,"add_to_cart","P026",NA,10,0,0
414,"C00056",2024-10-27,"view","P028",NA,0,0,0
415,"C00057",2024-03-06,"view","P024",NA,0,0,0
416,"C00057",2024-03-06,"add_to_cart","P024",NA,0,0,0
417,"C00057",2024-11-25,"view","P001",NA,0,0,0
418,"C00057",2023-02-13,"view","P009",NA,10,0,0
419,"C00057",2023-02-13,"add_to_cart","P009",NA,10,0,0
420,"C00057",2024-04-04,"view","P016",NA,0,0,0
421,"C00057",2024-04-04,"add_to_cart","P016",NA,0,0,0
422,"C00057",2024-12-19,"view","P018",NA,0,0,0
423,"C00058",2023-04-18,"view","P014",NA,30,0,0
424,"C00058",2023-04-13,"view","P004",NA,0,0,0
425,"C00059",2024-09-20,"view","P027",NA,0,0,0
426,"C00059",2024-07-11,"view","P027",NA,0,0,0
427,"C00059",2024-08-21,"view","P030",NA,0,0,0
428,"C00059",2024-02-21,"view","P005",NA,0,0,0
429,"C00059",2024-11-24,"view","P011",NA,0,0,0
430,"C00059",2024-11-24,"add_to_cart","P011",NA,0,0,0
431,"C00059",2024-11-22,"view","P016",NA,0,0,0
432,"C00059",2024-08-25,"view","P010",NA,30,0,0
433,"C00059",2024-01-29,"view","P008",NA,0,0,0
434,"C00059",2024-01-29,"add_to_cart","P008",NA,0,0,0
435,"C00059",2024-04-05,"view","P015",NA,0,0,0
436,"C00059",2024-04-05,"add_to_cart","P015",NA,0,0,0
437,"C00059",2024-04-10,"view","P015",NA,20,0,0
438,"C00059",2024-04-10,"add_to_cart","P015",NA,20,0,0
439,"C00060",2024-10-06,"view","P023",NA,0,0,0
440,"C00060",2024-10-06,"add_to_cart","P023",NA,0,0,0
441,"C00060",2024-01-20,"view","P010",NA,0,0,0
442,"C00060",2023-12-16,"view","P027",NA,0,0,0
443,"C00060",2023-08-03,"view","P026",NA,20,0,0
444,"C00060",2023-08-03,"add_to_cart","P026",NA,20,0,0
445,"C00061",2024-06-14,"view","P005",NA,10,0,0
446,"C00061",2024-05-07,"view","P016",NA,0,0,0
447,"C00061",2024-04-04,"view","P006",NA,0,0,0
448,"C00062",2024-12-18,"view","P026",NA,0,0,0
449,"C00062",2024-12-31,"view","P028",NA,20,0,0
450,"C00062",2024-12-04,"view","P025",NA,0,0,0
451,"C00062",2024-12-13,"view","P029",NA,20,0,0
452,"C00062",2024-12-13,"add_to_cart","P029",NA,20,0,0
453,"C00062",2024-11-10,"view","P015",NA,20,0,0
454,"C00062",2024-12-17,"view","P016",NA,0,0,0
455,"C00062",2024-12-17,"view","P001",NA,0,0,0
456,"C00062",2024-11-02,"view","P003",NA,0,0,0
457,"C00063",2023-10-01,"view","P010",NA,10,0,0
458,"C00063",2023-05-16,"view","P028",NA,20,0,0
459,"C00063",2024-01-03,"view","P029",NA,0,0,0
460,"C00063",2024-01-03,"add_to_cart","P029",NA,0,0,0
461,"C00063",2023-09-07,"view","P004",NA,0,0,0
